textgroup;context;source;language;plural;translation
default;;"Add simple or enhanced web forms to your website. This is the ideal solution for surveys and  subscriptions, for example. Responses will be added to an online overview and can be converted to an Excel sheet.";nl;0;"Voeg eenvoudige of verbeterde webformulieren toe aan uw website. Dit is de ideale oplossing voor bijvoorbeeld enquêtes en abonnementen. Antwoorden worden toegevoegd aan een online overzicht en kunnen worden omgezet naar een Excel-blad."
default;;"Add slide";fr;0;"Ajouter une diapositive"
default;;"Add slide";nl;0;"Slide toevoegen"
default;;"Add term";de;0;"Begriff hinzufügen"
default;;"Add term";fr;0;"Ajouter un terme"
default;;"Add term";nl;0;"Trefwoord toevoegen"
default;;"Add term in ""@vocab_name""";fr;0;"Ajouter un terme dans ""@vocab_name"""
default;;"Add term in ""@vocab_name""";nl;0;"Trefwoord toevoegen aan ""@vocab_name"""
default;;"Add text files such as Word, Excel, PDF, ...";fr;0;"Ajouter des fichiers de texte de type Word, Excel, PDF,..."
default;;"Add text files such as Word, Excel, PDF, ...";nl;0;"Voeg tekstbestanden zoals Word, Excel, PDF, … toe."
default;;"Add the page title as content.";fr;0;"Ajouter le titre de la page comme contenu"
default;;"Add the page title as content.";nl;0;"Voeg de paginatitel toe als content."
default;;"Add tiebreaker question";fr;0;"Ajouter une question décisive"
default;;"Add tiebreaker question";nl;0;"Schiftingsvraag toevoegen"
default;;"Add to menu";fr;0;"Ajouter au menu"
default;;"Add to menu";nl;0;"Plaats in navigatie"
default;;"Add translations to existing content here. Every translation set consists of one source page and one or multiple translations.";fr;0;"Ajouter des traductions au contenu existant ici. Chaque jeu de traduction est composé d'une page source et d'une ou de plusieurs traductions."
default;;"Add translations to existing content here. Every translation set consists of one source page and one or multiple translations.";nl;0;"Voeg vertalingen van bestaande inhoud hier toe. Elke set bestaat uit één bron pagina en één of meerdere vertalingen."
default;;"Add uppercase letters";fr;0;" Ajoutez des lettres majuscules"
default;;"Add uppercase letters";nl;0;"Voeg hoofdletters toe"
default;;"Add video";fr;0;Vidéo
default;;"Add video";nl;0;Video
default;;"Add video files.";fr;0;"Ajouter des fichiers vidéo."
default;;"Add video files.";nl;0;"Voeg videobestanden toe."
default;;"Add video.";fr;0;"Ajouter une vidéo."
default;;"Add video.";nl;0;"Video toevoegen"
default;;"Add, edit and remove panes like you would on landing pages. Panes that show on all pages. Except landing pages, unless you add them there.";fr;0;"Ajouter, modifier et supprimer des volets à volonté sur des pages de destination. Des volets qui apparaissent sur toutes les pages. Hormis sur les pages de destination, sauf si vous les avez ajoutés."
default;;"Add, edit and remove panes like you would on landing pages. Panes that show on all pages. Except landing pages, unless you add them there.";nl;0;"Creër, bewerk of verwijder panes die op elk content type getoond moeten worden. Let wel: Deze zullen enkel op overzichtpagina's getoond worden wanneer deze daar toegevoegd worden."
default;;"Added content type %name.";de;0;"Inhaltstyp %name erstellt."
default;;"Added content type %name.";fr;0;"Type de contenu %name."
default;;"Added content type %name.";nl;0;"Paginatype %name toegevoegd."
default;;"Additional extensions";fr;0;"Extensions supplémentaires"
default;;"Additional extensions";nl;0;"Extra extenties"
default;;"Address 1";fr;0;"Adresse 1"
default;;"Address 1";nl;0;"Adresregel 1"
default;;"Address 2";fr;0;"Adresse 2"
default;;"Address 2";nl;0;"Adresregel 2"
default;;"Address field";fr;0;"Champ d'adresse"
default;;"Address field";nl;0;"Adres veld"
default;;"Address: !email";fr;0;"Adresse: !email"
default;;"Address: !email";nl;0;"Adres: !email"
default;;"Adds highlighting for search results.";fr;0;"Ajouter des surlignements pour les résultats de cherche"
default;;"Adds highlighting for search results.";nl;0;Zoekresultaten
default;;"Administer quizzes";fr;0;"Administrer des questionnaires"
default;;"Administer quizzes";nl;0;"Quizzen beheren"
default;;"Administer themes";de;0;"Themes verwalten"
default;;"Administer themes";fr;0;"Administrer les thèmes"
default;;"Administer themes";nl;0;"Admin themes"
default;;Administration;fr;0;Administration
default;;Administration;nl;0;Administratie
default;;"Administration theme";de;0;Verwaltungstheme
default;;"Administration theme";fr;0;"Thème d'administration"
default;;"Administration theme";nl;0;"Beheer theme"
default;;"Administrative description";de;0;"Administrative Beschreibung"
default;;"Administrative description";fr;0;"Description administrative"
default;;"Administrative description";nl;0;"Beheer beschrijving"
default;;"Administrative view";fr;0;"Vue administrative"
default;;"Administrative view";nl;0;"pagina overzicht"
default;;"Advanced Search Page";fr;0;"Page de recherche avancée"
default;;"Advanced Search Page";nl;0;"Geavanceerde zoekpagina"
default;;"Advanced options";fr;0;"Options avancées"
default;;"Advanced options";nl;0;"Geavanceerde opties"
default;;"Advanced search page";fr;0;"Page de recherche avancée"
default;;"Advanced search page";nl;0;"Geavanceerde zoekpagina"
default;;After;fr;0;Après
default;;After;nl;0;Na
default;;"After you set up your key, enable the Google Custom Search in your !link. You can find it in the ""Header"" section.";fr;0;"Après mise en place de votre clé, activer Google Custom Search dans votre !link. Vous pouvez le trouver dans la section ""En-tête""."
default;;"After you set up your key, enable the Google Custom Search in your !link. You can find it in the ""Header"" section.";nl;0;"Geef eerst je GCSE ID & de GCSE API key in, activeer de Google Custom Search in je !link. Je kan het vinden in de 'Header' sectie van je website theme."
default;;"Agenda search page blocks";nl;0;"Blokken op de zoekpagina van de agenda"
default;;"Agenda search page panes";nl;0;"Panes op de zoekpagina van de agenda"
default;;"Agree button message";nl;0;"Boodschap op de akkoordknop"
default;;"Align center";nl;0;Centreren
default;;"Align left";nl;0;"Links uitlijnen"
default;;"Align right";nl;0;"Rechts uitlijnen"
default;;"All Apps";fr;0;"Toutes les apps"
default;;"All Apps";nl;0;"Alle paddlets"
default;;"All in review";fr;0;"Tout en revue"
default;;"All in review";nl;0;"Alle goed te keuren pagina's"
default;;"All levels";fr;0;"Tous niveaux"
default;;"All levels";nl;0;"Alle niveau's"
default;;"All on hold";fr;0;"Tout en attente"
default;;"All on hold";nl;0;"Geparkeerde pagina's"
default;;"All recent published";fr;0;"Tout récemment publié"
default;;"All recent published";nl;0;"Recent gepubliceerde pagina's"
default;;"All recent unpublished (offline)";fr;0;"Tout récemment dépublié (hors ligne)"
default;;"All recent unpublished (offline)";nl;0;"Recent gedepubliceerde pagina's"
default;;"All submissions";fr;0;"Toutes les contributions"
default;;"All submissions";nl;0;"Alle inzendingen"
default;;"All submissions starting from";fr;0;"Toutes les contributions à partir de"
default;;"All submissions starting from";nl;0;"Alle inzendingen vanaf"
default;;"All submissions starting from: !start and optionally to: !end";fr;0;"Toutes les contributions commençant de !start et éventuellement à: !end"
default;;"All submissions starting from: !start and optionally to: !end";nl;0;"Alle inzendingen vanaf: !start en optioneel tot: !end"
default;;"All team members";fr;0;"Tous les membres de l'équipe"
default;;"All team members";nl;0;"Alle teamleden"
default;;"All to check";fr;0;"Tout à vérifier"
default;;"All to check";nl;0;"Alle na te kijken pagina's"
default;;"All values";fr;0;"Toutes les valeurs"
default;;"All values";nl;0;"Alle waarden"
default;;"Allow ""Other..."" option";fr;0;"Autoriser l'option ""Autre.."""
default;;"Allow ""Other..."" option";nl;0;"""Andere..."" optie toestaan"
default;;"Allow users to upload files of configurable types.";fr;0;"Autoriser les utilisateurs à téléverser des fichiers de types configurables."
default;;"Allow users to upload files of configurable types.";nl;0;"Sta gebruikers toe om bestanden van in te stellen bestandstypes te uploaden."
default;;"Allow your users to save and finish the form later. This option is available only for authenticated users.";fr;0;"Autoriser vos utilisateurs à enregistrer et terminer de compléter le formulaire plus tard. Cette option n'est disponible que pour des utilisateur authentifiés."
default;;"Allow your users to save and finish the form later. This option is available only for authenticated users.";nl;0;"Gebruikers toestaan het formulier te bewaren en op een later tijdstip te voltooien. Deze optie is alleen beschikbaar voor ingelogde gebruikers."
default;;"Allowed content types";fr;0;"Types de contenu autorisés"
default;;"Allowed content types";nl;0;"Toegelaten paginatypes"
default;;"Allowed file types: !extensions.";fr;0;"Types de fichier autorisés: !extensions."
default;;"Allowed file types: !extensions.";nl;0;"Toegestane bestandstypen: !extensions."
default;;"Allows a form to be attached to content. This will add tabs for ""Webform"" and ""Results"" on all content of this type.";fr;0;"Autorise à attacher un formulaire au contenu. Ceci ajoutera des tabulations pour les ""formulaire web"" et ""résultats"" sur tous les contenus de ce type."
default;;"Allows a form to be attached to content. This will add tabs for ""Webform"" and ""Results"" on all content of this type.";nl;0;"Staat het toe om een formulier aan de inhoud toe te voegen. Dit voegt de tabs 'Webform' en 'Resultaten' toe aan alle inhoud van dit type."
default;;"Allows administrators to change the color scheme of compatible themes.";de;0;"Ermöglicht Administratoren das Farbschema von kompatiblen Themes zu ändern."
default;;"Allows administrators to change the color scheme of compatible themes.";fr;0;"Permet aux administrateurs de modifier le schéma de couleur des thèmes compatibles."
default;;"Allows administrators to change the color scheme of compatible themes.";nl;0;"Biedt beheerders de mogelijkheid het kleurenschema van compatibele themes te wijzigen."
default;;"Allows company info to be displayed.";fr;0;"Collectez toutes les informations sur la société avec le nouveau type de contenu. Puis affichez-les via le module Afficher sur la carte"
default;;"Allows company info to be displayed.";nl;0;"Verzamel alle bedrijfsinformatie met het nieuwe contenttype. Geef ze daarna weer via de Toon op kaart module"
default;;"Allows creation of checkboxes, radio buttons, or select menus.";fr;0;"Autorise la création de cases à chocher, de boutons radio ou de menus de sélection."
default;;"Allows creation of checkboxes, radio buttons, or select menus.";nl;0;"Maakt het creëren van selectievakjes, keuzerondjes of keuzelijsten mogelijk."
default;;"Allows creation of grid questions, denoted by radio buttons.";fr;0;"Autorise la création de grilles de question, démarquées par des boutons radio."
default;;"Allows creation of grid questions, denoted by radio buttons.";nl;0;"Biedt de mogelijkheid om matrixvragen aan te maken, opgezet met keuzerondjes."
default;;"Allows deleting of any webform submission by any user. Generally an administrative permission.";fr;0;"Autorise la suppression de toute contribution de formulaire web par un quelconque utilisateur. Généralement une autorisation administrative."
default;;"Allows deleting of any webform submission by any user. Generally an administrative permission.";nl;0;"Laat toe om alle formulierinzendingen van alle gebruikers te verwijderen. Doorgaans een toegangsrecht voor beheerders."
default;;"Allows editing of any webform submission by any user. Generally an administrative permission.";fr;0;"Autorise l'édition de toute contribution de formulaire web par un quelconque utilisateur. Généralement une autorisation administrative."
default;;"Allows editing of any webform submission by any user. Generally an administrative permission.";nl;0;"Toestaan dat alle gebruikers alle formulierinzendingen kunnen bewerken. Doorgaans is dit een toegangsrecht voor beheerders."
default;;"Allows users to rate your content.";nl;0;"Laat bezoekers de pagina beoordelen door middel van 5 sterren."
default;;"Alphabetical - (a-z)";fr;0;"Alphabétique - (a-z)"
default;;"Alphabetical - (a-z)";nl;0;"Alfabetisch (a-z)"
default;;"Alphabetical - (z-a)";fr;0;"Alphabétique - (z-a)"
default;;"Alphabetical - (z-a)";nl;0;"Alfabetisch (z-a)"
default;;"Also works with";nl;0;"Werkt ook bij"
default;;"Alternative text";fr;0;"Texte alternatif"
default;;"Alternative text";nl;0;"Alternatieve tekst"
default;;"Alternatively, you can select existing nodes as translations of this one or remove nodes from this translation set. Only nodes that have the right language and don't belong to other translation set will be available here.";fr;0;"Sinon, vous pouvez selectionner des nœuds existants comme traductions de celui-ci ou supprimer des nœuds de ce jeu de traduction-ci. Seuls les nœuds qui correspondent à la bonne langue et n'appartiennent pas à un autre jeu de traduction seront disponibles ici."
default;;"Alternatively, you can select existing nodes as translations of this one or remove nodes from this translation set. Only nodes that have the right language and don't belong to other translation set will be available here.";nl;0;"Ook kunnen de bestaande pagina's als vertalingen van de bronpagina geselecteerd worden of kunnen pagina's verwijderd worden. Alleen pagina's die de juiste taal hebben, gepubliceerd zijn en niet behoren tot een andere vertaling zullen hier beschikbaar zijn."
default;;"Alternatively, you can select existing pages as translations of the source page or remove pages from this translation set. Only pages that have the right language, are published and don't belong to another translation set will be available here.";fr;0;"Sinon, vous pouvez sélectionner les pages existantes comme traductions de la page source ou retirer des pages de ce jeu de traduction. Seules les pages qui ont la bonne langue sont publiées et celles qui n'appartiennent pas à un autre jeu de traduction seront disponibles ici."
default;;"Alternatively, you can select existing pages as translations of the source page or remove pages from this translation set. Only pages that have the right language, are published and don't belong to another translation set will be available here.";nl;0;"Ook kunnen de bestaande pagina's als vertalingen van de bronpagina geselecteerd worden of kunnen pagina's verwijderd worden. Alleen pagina's die de juiste taal hebben, gepubliceerd zijn en niet behoren tot een andere vertaling zullen hier beschikbaar zijn."
